Credit Number,Region,Country,Credit Status,Service Charge Rate,Currency of Commitment,Project ID,Project Name,Original Principal Amount,Cancelled Amount,Undisbursed Amount,Disbursed Amount,Repaid to IDA,First Repayment Date,Last Repayment Date,Agreement Signing Date
IDA34140,LATIN AMERICA AND CARIBBEAN,Honduras,Repaying,0.75,XDR,P060785,HN ECONOMIC & FIN.MANAGEMENT PROJECT,10870442.33,76624.59,0,10793817.74,3073954.63,12/01/2010,01/06/2040,24/10/2000
IDA3414A,LATIN AMERICA AND CARIBBEAN,Honduras,Fully Repaid,0.75,XDR,P060785,HN ECONOMIC & FIN.MANAGEMENT PROJECT,8129557.67,0,0,9202714.05,9056998.15,12/01/2010,01/06/2040,24/10/2000
IDA34150,AFRICA EAST,Kenya,Repaying,0.75,XDR,P070920,KE-HIV/AIDS Disaster Resp (FY01),50000000,201129.89,0,53425538.62,13119657.31,03/01/2011,01/09/2040,12/10/2000
IDA34160,AFRICA EAST,Ethiopia,Repaying,0.75,XDR,P069886,ET-MAP (FY01),35700156.87,205557.48,-0.01,35494599.39,9362329.85,03/01/2011,01/09/2040,12/10/2000
IDA3416A,AFRICA EAST,Ethiopia,Fully Repaid,0.75,XDR,P069886,ET-MAP (FY01),23999843.13,0,0,26048294.46,26710436.06,03/01/2011,01/09/2040,12/10/2000
IDA34170,EUROPE AND CENTRAL ASIA,Armenia,Repaying,0.75,XDR,P057838,JUDICIAL REFORM,11400000,61673.88,0,12368321.3,3212714.33,12/01/2010,01/06/2040,14/12/2000
IDA34180,AFRICA WEST,Niger,Fully Repaid,0.75,XDR,P069568,Public Finance Recovery Credit,35000000,0,0,34046935,38954205,02/15/2011,15/08/2040,15/09/2000
IDA34181,AFRICA WEST,Niger,Fully Repaid,0.75,XDR,P069568,Public Finance Recovery Credit,12200000,0,0,12176760,13817718,02/15/2011,15/08/2040,02/01/2001
IDA34190,AFRICA WEST,Senegal,Fully Repaid,0.75,XDR,P055471,TRADE REFORM AND COMPETITIVENESS,100000000,0,0,97927790.99,111276729,03/01/2011,01/09/2040,15/09/2000
IDA34200,EUROPE AND CENTRAL ASIA,Kyrgyz Republic,Repaying,0.75,XDR,P035810,CONSOLIDATION SAC,35000000,16896551.72,0,17248500,5094763.91,10/15/2010,15/04/2040,20/09/2000
IDA34210,EAST ASIA AND PACIFIC,Samoa,Repaying,0.75,XDR,P064926,WS-Health Sector Management Project,5000000,9033.5,0,5553349.75,1425286.45,12/01/2010,01/06/2040,26/09/2000
IDA34220,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Repaying,0.75,XDR,P043255,RY Basic Education Expansion Project,56000000,1267865.09,0,60196727.2,14380781.43,04/01/2011,01/10/2040,29/11/2000
IDA34230,LATIN AMERICA AND CARIBBEAN,Grenada,Repaying,0.75,XDR,P069922,GD Grenada Disaster Management,5010000,0,0,4944780.54,1653427.33,02/15/2011,15/08/2035,13/11/2000
IDA34240,AFRICA WEST,Western Africa,Repaying,0.75,XDR,P054884,3A-BCEAO Reg Payment System (FY01),9430000,40251.44,0,9801227.88,2489706.63,01/15/2011,15/07/2040,10/01/2001
IDA34250,AFRICA EAST,Kenya,Repaying,0.75,XDR,P071196,KE Emergency energy credit,72000000,16484846.6,0,54401242.24,14741411.04,04/01/2011,01/10/2040,27/10/2000
IDA34260,AFRICA WEST,Chad,Repaying,0.75,XDR,P035672,TD-Natl Transp Prgm Supt SIL (FY01),67000000,2329051.64,0,69673140.03,13471341.61,02/15/2011,15/08/2040,20/11/2000
IDA3426A,AFRICA WEST,Chad,Fully Repaid,0.75,XDR,P035672,TD-Natl Transp Prgm Supt SIL (FY01),0,0,0,0,21596527.29,02/15/2011,15/08/2040,20/11/2000
IDA34270,EUROPE AND CENTRAL ASIA,Albania,Repaying,3.15,XDR,P070078,TRADE & TRANS FACIL IN SE EUR,8100000,86990.51,0,8450589.49,2307106.06,12/15/2010,15/06/2040,29/11/2000
IDA34280,AFRICA EAST,Sao Tome and Principe,Repaying,0.75,XDR,P069909,ST - Public Resource Management,4913793.1,2456896.55,0,2456896.55,660162.63,04/15/2011,15/10/2040,10/11/2000
IDA3428A,AFRICA EAST,Sao Tome and Principe,Fully Repaid,0.75,XDR,P069909,ST - Public Resource Management,2586206.9,0,0,2936540,3026520,04/15/2011,15/10/2040,10/11/2000
IDA34290,AFRICA EAST,Sao Tome and Principe,Repaying,0.75,XDR,P073904,ST-Public Resource Manag. Tech. Assist.,575988.33,19445.17,0,556543.16,150827.02,04/15/2011,15/10/2040,10/11/2000
IDA3429A,AFRICA EAST,Sao Tome and Principe,Fully Repaid,0.75,XDR,P073904,ST-Public Resource Manag. Tech. Assist.,1924011.67,0,0,2203475.52,2270993.32,04/15/2011,15/10/2040,10/11/2000
IDA34300,SOUTH ASIA,India,Repaying,0.75,XDR,P059242,MP DPIP,110100000,18868718.4,0,101869776.7,44906313.33,04/01/2011,01/10/2035,05/12/2000
IDA34310,SOUTH ASIA,India,Repaying,0.75,XDR,P055454,KERALA RWSS,65500000,10882151.7,0,61154753.65,26888680.85,04/01/2011,01/10/2035,04/01/2001
IDA34320,LATIN AMERICA AND CARIBBEAN,Honduras,Repaying,0.75,XDR,P057538,HN ROAD RECONSTRUCTION AND IMPROVEMENT,32913997.61,2601.96,0,32911395.65,8814046.53,01/01/2011,01/07/2040,09/05/2001
IDA3432A,LATIN AMERICA AND CARIBBEAN,Honduras,Fully Repaid,0.75,XDR,P057538,HN ROAD RECONSTRUCTION AND IMPROVEMENT,33586002.39,0,0,37099989.16,38011508.21,01/01/2011,01/07/2040,09/05/2001
IDA34330,AFRICA EAST,Zambia,Repaying,0.75,XDR,P003227,ZM-Railways Restructing SIL (FY01),4180837.76,1316605.78,0,2864231.98,774294.52,04/01/2011,01/10/2040,22/11/2000
IDA3433A,AFRICA EAST,Zambia,Fully Repaid,0.75,XDR,P003227,ZM-Railways Restructing SIL (FY01),22819162.24,0,0,25518948.04,26089376.38,04/01/2011,01/10/2040,22/11/2000
IDA34340,AFRICA EAST,Eritrea,Repaying,0.75,XDR,P044674,ER-Emerg Reconstr ERL (FY01),90000000,0,0,89776007.96,1103380.74,05/01/2011,01/11/2040,06/12/2000
IDA34350,LATIN AMERICA AND CARIBBEAN,Honduras,Repaying,0.75,XDR,P073035,HN Access to Land Pilot (PACTA),5446065.61,44349.15,0,5401716.46,1454511.83,04/15/2011,15/10/2040,29/01/2001
IDA3435A,LATIN AMERICA AND CARIBBEAN,Honduras,Fully Repaid,0.75,XDR,P073035,HN Access to Land Pilot (PACTA),2553934.39,0,0,2858266.32,2909510.37,04/15/2011,15/10/2040,29/01/2001
IDA34360,AFRICA WEST,Burkina Faso,Repaying,0.75,XDR,P035673,BF-Com Based Rur Dev (FY01),52007506.41,337715.14,0,51669791.27,13558582.03,05/15/2011,15/11/2040,07/06/2001
IDA3436A,AFRICA WEST,Burkina Faso,Fully Repaid,0.75,XDR,P035673,BF-Com Based Rur Dev (FY01),14692493.59,0,0,16543059.41,16351949.06,05/15/2011,15/11/2040,07/06/2001
IDA34370,AFRICA EAST,Ethiopia,Repaying,0.75,XDR,P073196,ET-Demob & Reinteg ERL (FY01),35829263.97,7573189.01,0,28256074.96,7680523.87,04/01/2011,01/10/2040,21/12/2000
IDA3437A,AFRICA EAST,Ethiopia,Fully Repaid,0.75,XDR,P073196,ET-Demob & Reinteg ERL (FY01),134770736,0,0,151864240.1,155258881.1,04/01/2011,01/10/2040,21/12/2000
IDA34380,AFRICA EAST,Ethiopia,Repaying,0.75,XDR,P067084,ET-Emerg Recov & Rehab ERL (FY01),94719080.56,1017254.3,0,93701826.26,25462534.72,04/01/2011,01/10/2040,21/12/2000
IDA3438A,AFRICA EAST,Ethiopia,Fully Repaid,0.75,XDR,P067084,ET-Emerg Recov & Rehab ERL (FY01),135280919.4,0,0,152395112.1,155801619.8,04/01/2011,01/10/2040,21/12/2000
IDA34390,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,Repaying,0.75,XDR,P070650,SOTAC,3550000,640719.67,0,3274816.77,994893.95,04/01/2011,01/10/2035,13/04/2001
IDA34400,AFRICA EAST,Kenya,Repaying,0.75,XDR,P066486,KE-Decentr Reprod Hlth & HIV/AIDS (FY01),50000000,17956922.89,0,35365521.86,8533011.72,01/01/2011,01/07/2040,07/03/2001
IDA34410,SOUTH ASIA,Bangladesh,Repaying,0.75,XDR,P069933,HIV/AIDS Prevention,40000000,23194826.61,0,18660240.26,4477423.55,06/01/2011,01/12/2040,26/12/2000
IDA34420,EUROPE AND CENTRAL ASIA,North Macedonia,Repaying,3.4,XDR,P042400,FESAL 2,20000000,0,0,21491373,7146935.49,12/15/2010,15/06/2035,15/12/2000
IDA34430,LATIN AMERICA AND CARIBBEAN,Honduras,Repaying,0.75,XDR,P064895,HN FIFTH SOCIAL INVESTMENT FUND PROJECT,19936393.73,1298044.03,-0.01,18638349.7,5085028.04,01/15/2011,15/07/2040,29/01/2001
IDA3443A,LATIN AMERICA AND CARIBBEAN,Honduras,Fully Repaid,0.75,XDR,P064895,HN FIFTH SOCIAL INVESTMENT FUND PROJECT,40063606.27,0,0,45504276.05,46230454.95,01/15/2011,15/07/2040,29/01/2001
IDA34440,AFRICA EAST,Eritrea,Repaying,0.75,XDR,P065713,"ER-AIDS, Mal, STD, TB Cntrl APL (FY01)",40000000,0,0,44627812.5,502448.65,06/15/2011,15/12/2040,19/12/2000
IDA34450,MIDDLE EAST AND NORTH AFRICA,Djibouti,Repaying,0.75,XDR,P044585,DJ-School Access and Improvement Program,10000000,25010.21,0,10571207.65,2712396.44,02/01/2011,01/08/2040,22/01/2001
IDA34460,AFRICA WEST,Senegal,Repaying,0.75,XDR,P041566,SN-Soc Dev Fund APL (FY01),22188789.01,40588.31,0,22148200.7,6072879.8,02/01/2011,01/08/2040,22/02/2001
IDA3446A,AFRICA WEST,Senegal,Fully Repaid,0.75,XDR,P041566,SN-Soc Dev Fund APL (FY01),7811210.99,0,0,8870722.6,9032700.04,02/01/2011,01/08/2040,22/02/2001
IDA34470,AFRICA WEST,Nigeria,Repaying,0.75,XDR,P069086,NG-Com Based Pov Reduc SIL (FY01),60000000,0,0,67967406.68,20328481.13,06/01/2011,01/12/2035,20/04/2001
IDA34471,AFRICA WEST,Nigeria,Repaying,0.75,XDR,P069086,NG-Com Based Pov Reduc SIL (FY01),25000000,157503.16,0,25997376.34,2323193.99,06/01/2017,01/12/2046,19/02/2007
IDA34480,EAST ASIA AND PACIFIC,Vietnam,Repaying,0.75,XDR,P042927,VN-Mkg Transp & Flood Protection,110000000,13285079.19,0,112400772,28416124.77,06/15/2011,15/12/2040,05/07/2001
IDA34481,EAST ASIA AND PACIFIC,Vietnam,Repaying,0.75,XDR,P042927,VN-Mkg Transp & Flood Protection,25000000,6605259.48,0,18689440.51,1691919.13,12/15/2017,15/06/2047,22/11/2007
IDA34490,AFRICA WEST,Mali,Repaying,0.75,XDR,P040650,Edu Sec Exp Prgm APL (FY01) - (PISE),27498847.45,138205.91,0,27360641.54,7481358.64,02/15/2011,15/08/2040,01/02/2001
IDA3449A,AFRICA WEST,Mali,Fully Repaid,0.75,XDR,P040650,Edu Sec Exp Prgm APL (FY01) - (PISE),17501152.55,0,0,19662767.35,20180750.52,02/15/2011,15/08/2040,01/02/2001
IDA34500,MIDDLE EAST AND NORTH AFRICA,"Yemen, Republic of",Repaying,0.75,XDR,P005906,RY-RURAL WATER SUPPLY & SANITATION,20000000,39396.33,0,23238777.63,5446729.3,03/15/2011,15/09/2040,22/12/2000
IDA34510,AFRICA EAST,Malawi,Repaying,0.75,XDR,P073832,TA - ADJUSTMENT (FRDP III),1775569.95,1025225.58,0,750344.38,208663.78,04/15/2011,15/10/2040,11/01/2001
IDA3451A,AFRICA EAST,Malawi,Fully Repaid,0.75,XDR,P073832,TA - ADJUSTMENT (FRDP III),1224430.05,0,0,1414539.96,1449921.09,04/15/2011,15/10/2040,11/01/2001
IDA34520,AFRICA EAST,Malawi,Fully Repaid,0.75,XDR,P050294,LKD FRDP III,55100000,0,0,55514955,63796620,04/15/2011,15/10/2040,11/01/2001
IDA34521,AFRICA EAST,Malawi,Fully Repaid,0.75,XDR,P050294,LKD FRDP III,500000,0,0,502368,592080,04/15/2011,15/10/2040,11/01/2001
IDA34530,EAST ASIA AND PACIFIC,Indonesia,Repaying,0.75,XDR,P045337,ID-KECAMATAN DEV FUND,48200000,3054180.89,0,45097724.36,35444026.42,06/01/2011,01/12/2035,31/01/2001
IDA34540,AFRICA WEST,Cameroon,Repaying,0.75,XDR,P073065,CM-MultiSecal HIV/AIDS SIL (FY01),34456126.05,1930950.55,0,32525175.5,8871954.48,05/01/2011,01/11/2040,07/03/2001
IDA3454A,AFRICA WEST,Cameroon,Fully Repaid,0.75,XDR,P073065,CM-MultiSecal HIV/AIDS SIL (FY01),15543873.95,0,0,17831867.54,17913638.26,05/01/2011,01/11/2040,07/03/2001
IDA34550,AFRICA WEST,"Gambia, The",Repaying,0.75,XDR,P060329,GM-HIV/AIDS Rapid Response (FY01),11780393.22,470273.86,0,11310119.36,3082241.23,06/01/2011,01/12/2040,02/02/2001
IDA3455A,AFRICA WEST,"Gambia, The",Fully Repaid,0.75,XDR,P060329,GM-HIV/AIDS Rapid Response (FY01),3219606.78,0,0,4027261.45,3969514.58,06/01/2011,01/12/2040,02/02/2001
IDA34560,LATIN AMERICA AND CARIBBEAN,Nicaragua,Repaying,0.75,XDR,P070016,NI Competitiveness LIL,3081609.1,283347.05,-0.01,2798262.05,775409.6,06/15/2011,15/12/2040,24/01/2001
IDA3456A,LATIN AMERICA AND CARIBBEAN,Nicaragua,Fully Repaid,0.75,XDR,P070016,NI Competitiveness LIL,1918390.9,0,0,2263225.5,2255981.66,06/15/2011,15/12/2040,24/01/2001
IDA34570,SOUTH ASIA,Bangladesh,Repaying,0.75,XDR,P059143,Microfinance II,151000000,0,0,160476450.1,37569394.59,07/15/2011,15/01/2041,30/01/2001
IDA34571,SOUTH ASIA,Bangladesh,Repaying,0.75,XDR,P059143,Microfinance II,15000000,4573192.97,0,10791219.29,878791.5,07/15/2017,15/01/2047,21/06/2007
IDA34580,AFRICA WEST,Ghana,Repaying,0.75,XDR,P071617,GH-AIDS GARFUND Response Proj (FY01),14092178.44,1941362.24,0,12150816.2,3033031.06,06/01/2011,01/12/2040,23/11/2001
IDA3458A,AFRICA WEST,Ghana,Fully Repaid,0.75,XDR,P071617,GH-AIDS GARFUND Response Proj (FY01),10907821.56,0,0,12773038.1,12570789.64,06/01/2011,01/12/2040,23/11/2001
IDA34590,AFRICA EAST,Uganda,Repaying,0.75,XDR,P072482,UG-HIV/AIDS Control SIL (FY01),29973186.73,296921.25,0,29676265.48,8078015.63,04/01/2011,01/10/2040,15/02/2001
IDA3459A,AFRICA EAST,Uganda,Fully Repaid,0.75,XDR,P072482,UG-HIV/AIDS Control SIL (FY01),17526813.27,0,0,19789085.41,20231433.39,04/01/2011,01/10/2040,15/02/2001
IDA34600,AFRICA EAST,Burundi,Repaying,0.75,XDR,P064961,BI-Pub Works & Employ Creation (FY01),40000000,64640.95,0,44697011.45,6700792.72,03/15/2011,15/09/2040,14/02/2001
IDA3460A,AFRICA EAST,Burundi,Fully Repaid,0.75,XDR,P064961,BI-Pub Works & Employ Creation (FY01),0,0,0,0,17856177.03,03/15/2011,15/09/2040,14/02/2001
IDA34610,AFRICA EAST,Ethiopia,Repaying,0.75,XDR,P052315,ET-Medicinal Plant Conserv LIL (FY01),1856823.6,1012500.23,0,844323.37,207111.62,08/01/2011,01/02/2041,16/04/2001
IDA3461A,AFRICA EAST,Ethiopia,Fully Repaid,0.75,XDR,P052315,ET-Medicinal Plant Conserv LIL (FY01),740176.4,0,0,822892.61,837918.44,08/01/2011,01/02/2041,16/04/2001
IDA34620,AFRICA WEST,Sierra Leone,Repaying,0.75,XDR,P070201,Second Public Sector Management Support,895477.46,469780.58,0,425696.88,113671.75,06/01/2011,01/12/2040,14/03/2001
IDA3462A,AFRICA WEST,Sierra Leone,Fully Repaid,0.75,XDR,P070201,Second Public Sector Management Support,2604522.54,0,0,3025819.68,3021479.81,06/01/2011,01/12/2040,14/03/2001
IDA34630,AFRICA EAST,Uganda,Repaying,0.75,XDR,P044695,UG-Nat Agr Advisory Srvcs SIL (FY01),43792205.66,416099.89,0,43376105.77,11801213.92,06/15/2011,15/12/2040,07/05/2001
IDA3463A,AFRICA EAST,Uganda,Fully Repaid,0.75,XDR,P044695,UG-Nat Agr Advisory Srvcs SIL (FY01),1207794.34,0,0,1397191.44,1392719.49,06/15/2011,15/12/2040,07/05/2001
IDA34640,LATIN AMERICA AND CARIBBEAN,Nicaragua,Repaying,0.75,XDR,P068673,NI Road Rehab. and Maintenance III,28665254.53,8364.87,-0.01,28656889.66,7134996.2,07/15/2011,15/01/2041,07/03/2001
IDA3464A,LATIN AMERICA AND CARIBBEAN,Nicaragua,Fully Repaid,0.75,XDR,P068673,NI Road Rehab. and Maintenance III,46334745.47,0,0,52560000.16,53398777.67,07/15/2011,15/01/2041,07/03/2001
IDA34650,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,Repaying,0.75,XDR,P069058,SOSAC,20000000,0,0,19142289,6633666.89,04/01/2011,01/10/2035,27/04/2001
IDA34660,EUROPE AND CENTRAL ASIA,Bosnia and Herzegovina,Repaying,0.75,XDR,P070079,TRADE & TRANS FACIL IN SE EUR,11000000,22,0,12376879.02,3782639.93,03/15/2011,15/09/2035,01/08/2001
IDA34670,SOUTH ASIA,Bangladesh,Repaying,0.75,XDR,P050752,Post-Literacy & Continuing Education,53300000,16948293.82,0,41449998.74,9069014.62,08/15/2011,15/02/2041,14/03/2001
IDA34680,AFRICA EAST,Comoros,Fully Repaid,0.75,XDR,P047250,"KM-Infrast, Water & Env Prj (FY01)",11400000,9973732.86,0,1441418.63,1693465.82,05/01/2011,01/11/2040,25/04/2001
IDA34690,SOUTH ASIA,Sri Lanka,Repaying,2.12,XDR,P069784,Distance Learning Initiative - LIL,2000000,673200.21,0,1397055.55,367651.42,06/15/2011,15/12/2040,28/03/2001
IDA34700,AFRICA WEST,Senegal,Repaying,0.75,XDR,P041528,SN-Long Term Water Sec SIL (FY01),117048891.5,13154.68,0,117035736.8,29155786.65,07/15/2011,15/01/2041,10/05/2001
IDA3470A,AFRICA WEST,Senegal,Fully Repaid,0.75,XDR,P041528,SN-Long Term Water Sec SIL (FY01),7951108.49,0,0,9019371.09,9163306.51,07/15/2011,15/01/2041,10/05/2001
IDA34710,LATIN AMERICA AND CARIBBEAN,Bolivia,Repaying,0.75,XDR,P057416,BO INDIGENOUS PEOPLES DEVT PROJECT (LIL),4419046.62,3115687.03,-0.01,1303359.59,361123.32,06/15/2011,15/12/2040,15/03/2001
IDA3471A,LATIN AMERICA AND CARIBBEAN,Bolivia,Fully Repaid,0.75,XDR,P057416,BO INDIGENOUS PEOPLES DEVT PROJECT (LIL),580953.38,0,0,685380.91,683187.23,06/15/2011,15/12/2040,15/03/2001
IDA34720,EAST ASIA AND PACIFIC,Cambodia,Repaying,0.75,XDR,P073394,KH-Flood Emergency Rehabilitation Proj,35000000,1414446.89,0,36411011.93,9044219.13,05/01/2011,01/11/2040,28/03/2001
IDA34730,EUROPE AND CENTRAL ASIA,Georgia,Repaying,0.75,XDR,P072394,ENERGY TRANSIT INST BLDG,9630000,730838.3,0,10229918.17,3608322.87,06/15/2011,15/12/2040,25/05/2001
IDA34740,EUROPE AND CENTRAL ASIA,Georgia,Repaying,0.75,XDR,P055173,EDUC I (APL #1),25900000,123358.9,0,28710570.47,10211503.1,04/15/2011,15/10/2040,17/04/2001
IDA34750,EAST ASIA AND PACIFIC,Vietnam,Repaying,0.75,XDR,P052037,VN-HCMC ENVMTL SANIT.,166340000,179271.47,0,194216403.7,44045698.94,07/15/2011,15/01/2041,05/07/2001
IDA34760,AFRICA WEST,Burkina Faso,Repaying,0.75,XDR,P000306,BF-Ouaga Water Suply (FY01),61378478.8,182165.19,0,61196313.61,16664869.96,05/15/2011,15/11/2040,07/05/2001
IDA3476A,AFRICA WEST,Burkina Faso,Fully Repaid,0.75,XDR,P000306,BF-Ouaga Water Suply (FY01),8621521.2,0,0,10074031.98,9957653.76,05/15/2011,15/11/2040,07/05/2001
IDA34770,AFRICA EAST,Uganda,Repaying,0.75,XDR,P073089,UG-EMCBP SIL 2 (FY01),13521702.35,53809.93,-0.01,13467892.42,3337086.94,08/01/2011,01/02/2041,07/05/2001
IDA3477A,AFRICA EAST,Uganda,Fully Repaid,0.75,XDR,P073089,UG-EMCBP SIL 2 (FY01),8478297.65,0,0,9513317.06,9687028.13,08/01/2011,01/02/2041,07/05/2001
IDA34780,EAST ASIA AND PACIFIC,Mongolia,Repaying,0.75,XDR,P056200,MN-Transport Development,34000000,2573879.42,0,34404212.91,8451672.85,06/15/2011,15/12/2040,30/04/2001
IDA34790,AFRICA WEST,Benin,Fully Repaid,0.75,XDR,P061577,BJ - PERAC (Publ Expend. Adjust. Credit),10000000,0,0,10025494.22,11465766,09/15/2011,15/03/2041,19/04/2001
IDA34791,AFRICA WEST,Benin,Fully Repaid,0.75,XDR,P061577,BJ - PERAC (Publ Expend. Adjust. Credit),10000000,0,0,10365792,11171772,03/15/2013,15/09/2042,06/11/2002
IDA34800,LATIN AMERICA AND CARIBBEAN,Nicaragua,Repaying,0.75,XDR,P055823,NI SECOND RURAL MUNICIPAL DEV. PROJECT,13162005.98,56318.09,0,13105687.89,3195509.52,09/01/2011,01/03/2041,03/04/2001
IDA3480A,LATIN AMERICA AND CARIBBEAN,Nicaragua,Fully Repaid,0.75,XDR,P055823,NI SECOND RURAL MUNICIPAL DEV. PROJECT,15537994.02,0,0,17074284.76,17508309.12,09/01/2011,01/03/2041,03/04/2001
IDA34810,EAST ASIA AND PACIFIC,Lao People's Democratic Republic,Repaying,0.75,XDR,P064821,LA-Road Maintenance,25000000,93849.97,0,26573403.44,6072606.42,07/15/2011,15/01/2041,13/04/2001
IDA34820,SOUTH ASIA,India,Repaying,0.75,XDR,P067543,LEPROSY II,30000000,275507.78,0,31803991.38,14043861.82,09/01/2011,01/03/2036,19/07/2001
IDA34830,AFRICA EAST,Rwanda,Repaying,0.75,XDR,P064965,RW-Rural Sec Supt APL (FY01),42336179.73,2230432.79,0,40105746.94,10770715.27,06/15/2011,15/12/2040,25/04/2001
IDA3483A,AFRICA EAST,Rwanda,Fully Repaid,0.75,XDR,P064965,RW-Rural Sec Supt APL (FY01),5663820.27,0,0,6473093.81,6452375.56,06/15/2011,15/12/2040,25/04/2001
IDA34840,AFRICA EAST,Lesotho,Repaying,0.75,XDR,P070673,LS-Utilities Sec Reform SIL (FY01),28600000,1709362.98,0,29658130.47,7260115.92,05/01/2011,01/11/2040,03/04/2001
IDA34850,SOUTH ASIA,Bangladesh,Repaying,0.75,XDR,P044810,Legal & Judicial Capacity Building,30600000,8597900.28,0,24707236.4,5397519.45,09/01/2011,01/03/2041,30/04/2001
IDA34860,AFRICA EAST,Mozambique,Repaying,0.75,XDR,P001808,MZ-Mineral NRMCP (FY01),12640776.47,422711.75,0.01,12218064.72,3249777.11,04/01/2011,01/10/2040,18/04/2001
IDA3486A,AFRICA EAST,Mozambique,Fully Repaid,0.75,XDR,P001808,MZ-Mineral NRMCP (FY01),5359223.53,0,0,5907666.82,6039721.66,04/01/2011,01/10/2040,18/04/2001
IDA34870,LATIN AMERICA AND CARIBBEAN,Nicaragua,Repaying,0.75,XDR,P064916,NI Natural Disaster Vulnerability Reduc,10179503.73,0,0,10179503.73,2516206.54,09/15/2011,15/03/2041,02/05/2001
IDA3487A,LATIN AMERICA AND CARIBBEAN,Nicaragua,Fully Repaid,0.75,XDR,P064916,NI Natural Disaster Vulnerability Reduc,3320496.27,0,0,3697210.26,3796356.59,09/15/2011,15/03/2041,02/05/2001
IDA34880,AFRICA EAST,Eastern Africa,Repaying,0.75,XDR,P063683,Regional Trade Facilitation Project I,5000000,0,0,5310421.92,1549444.56,09/15/2011,15/03/2036,08/06/2001
IDA34881,AFRICA EAST,Eastern Africa,Repaying,0.75,XDR,P063683,Regional Trade Facilitation Project I,5000000,0,0,5149807.89,752873.9,09/15/2015,15/03/2040,19/07/2005
IDA34890,AFRICA EAST,Uganda,Repaying,0.75,XDR,P070627,Regional Trade Fac. - Uganda,14686715.29,0,0,14686715.29,3617928.37,09/15/2011,15/03/2041,06/08/2001
IDA3489A,AFRICA EAST,Uganda,Fully Repaid,0.75,XDR,P070627,Regional Trade Fac. - Uganda,5313284.71,0,0,5894953.9,6053036.07,09/15/2011,15/03/2041,06/08/2001
IDA34900,AFRICA EAST,Kenya,Repaying,0.75,XDR,P070718,Regional Trade Fac. Proj. - Kenya,25000000,0,0,28305799.48,6167047.46,09/15/2011,15/03/2041,06/08/2001
IDA34910,AFRICA EAST,Tanzania,Repaying,0.75,XDR,P069982,Regional Trade Fac. Proj. - Tanzania,10963284.39,0,0,10963284.39,2693640.2,09/15/2011,15/03/2041,06/08/2001
IDA3491A,AFRICA EAST,Tanzania,Fully Repaid,0.75,XDR,P069982,Regional Trade Fac. Proj. - Tanzania,4036715.61,0,0,4469001.57,4588844.66,09/15/2011,15/03/2041,06/08/2001
IDA34920,AFRICA EAST,Malawi,Repaying,0.75,XDR,P070235,Regional Trade Fac. Proj. - Malawi,10973490.09,0,0,10973490.09,2694036.6,09/15/2011,15/03/2041,20/08/2001
IDA3492A,AFRICA EAST,Malawi,Fully Repaid,0.75,XDR,P070235,Regional Trade Fac. Proj. - Malawi,4026509.91,0,0,4601530.96,4609097.58,09/15/2011,15/03/2041,20/08/2001
IDA34930,AFRICA EAST,Zambia,Repaying,0.75,XDR,P070122,Regional Trade Fac. Proj. - Zambia,10924043.42,0,0,10924043.42,2685352.66,09/15/2011,15/03/2041,17/08/2001
IDA3493A,AFRICA EAST,Zambia,Fully Repaid,0.75,XDR,P070122,Regional Trade Fac. Proj. - Zambia,4075956.58,0,0,4512444.79,4633452.88,09/15/2011,15/03/2041,17/08/2001
IDA34940,AFRICA EAST,Rwanda,Repaying,0.75,XDR,P065788,RW-Regional Trade Fac. Proj. - Rwanda,5491379.7,0,0,5491379.7,1349403.84,09/15/2011,15/03/2041,06/08/2001
IDA3494A,AFRICA EAST,Rwanda,Fully Repaid,0.75,XDR,P065788,RW-Regional Trade Fac. Proj. - Rwanda,2008620.3,0,0,2223720.5,2283352.95,09/15/2011,15/03/2041,06/08/2001
IDA34950,AFRICA EAST,Burundi,Repaying,0.75,XDR,P065789,Regional Trade Fac. Project - Burundi,7500000,0,0,8023038.61,884944.24,09/15/2011,15/03/2041,28/06/2001
IDA34951,AFRICA EAST,Burundi,Repaying,0.75,XDR,P065789,Regional Trade Fac. Project - Burundi,7500000,0,0,7461061.13,893156.38,09/15/2015,15/03/2045,19/07/2005
IDA3495A,AFRICA EAST,Burundi,Fully Repaid,0.75,XDR,P065789,Regional Trade Fac. Project - Burundi,0,0,0,0,4493293.33,09/15/2011,15/03/2041,28/06/2001
IDA34960,SOUTH ASIA,Sri Lanka,Repaying,2.12,XDR,P050738,Land Tit & Rel Serv (LIL),5000000,879145.85,0,4608859.88,1113348.68,06/15/2011,15/12/2040,18/04/2001
IDA34970,LATIN AMERICA AND CARIBBEAN,Honduras,Repaying,0.75,XDR,P007397,HN COMMUNITY-BASED EDUCATION PROJECT,31775406.78,198653.38,0,31576753.4,7787601.89,10/01/2011,01/04/2041,19/06/2001
IDA3497A,LATIN AMERICA AND CARIBBEAN,Honduras,Fully Repaid,0.75,XDR,P007397,HN COMMUNITY-BASED EDUCATION PROJECT,9724593.22,0,0,10882618.63,11125879.21,10/01/2011,01/04/2041,19/06/2001
